code_BLOSUM62_GO_-10_GE_-0.2,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2
'MAFFT_b0#0066_thT_tree_99_OP_1.9136688454364907_Split_66.fasta', 31798.0, 0.066, 28233, 0.058, 5246, 0.011, 101859, 0.21, 172973.0, 0.357, -14591, -0.03, 85550.2, 0.176
'MAFFT_b0#0066_ttH_tree_77_OP_1.3827668594678542_Split_66.fasta', 31228.0, 0.064, 30812, 0.063, 6311, 0.013, 97841, 0.201, 169575.0, 0.348, -14319, -0.029, 72577.8, 0.149
'MAFFT_b0#0066_ttT_tree_77_OP_1.3827668594678542_Split_66.fasta', 31228.0, 0.064, 30812, 0.063, 6311, 0.013, 97841, 0.201, 169575.0, 0.348, -14319, -0.029, 72577.8, 0.149
'MAFFT_b0#0067_hhT_tree_4_OP_1.1542677766261527_Split_67.fasta', 30741.0, 0.06, 28666, 0.056, 7758, 0.015, 103107, 0.2, 167654.0, 0.326, -13443, -0.026, 56009.6, 0.109
'MAFFT_b0#0067_htH_tree_4_OP_1.1542677766261527_Split_67.fasta', 31530.0, 0.062, 28513, 0.056, 7091, 0.014, 101835, 0.201, 171371.0, 0.339, -14105, -0.028, 65989.0, 0.13
'MAFFT_b0#0067_htH_tree_76_OP_1.9781210467371317_Split_67.fasta', 32587.0, 0.069, 27968, 0.059, 5023, 0.011, 100811, 0.212, 176698.0, 0.372, -14511, -0.031, 91794.8, 0.193
'MAFFT_b0#0067_thH_tree_76_OP_1.9781210467371317_Split_67.fasta', 32584.0, 0.069, 27561, 0.058, 5342, 0.011, 101631, 0.215, 176705.0, 0.374, -14399, -0.03, 88559.8, 0.187
'MAFFT_b0#0067_thT_tree_4_OP_1.1542677766261527_Split_67.fasta', 30741.0, 0.06, 28666, 0.056, 7758, 0.015, 103107, 0.2, 167654.0, 0.326, -13443, -0.026, 56009.6, 0.109
'MAFFT_b0#0067_ttH_tree_76_OP_1.9781210467371317_Split_67.fasta', 32587.0, 0.069, 27968, 0.059, 5023, 0.011, 100811, 0.212, 176698.0, 0.372, -14511, -0.031, 91794.8, 0.193
'MAFFT_b0#0067_ttT_tree_4_OP_1.1542677766261527_Split_67.fasta', 31530.0, 0.062, 28513, 0.056, 7091, 0.014, 101835, 0.201, 171371.0, 0.339, -14105, -0.028, 65989.0, 0.13
'MAFFT_b0#0067_ttT_tree_76_OP_1.9781210467371317_Split_67.fasta', 32587.0, 0.069, 27968, 0.059, 5023, 0.011, 100811, 0.212, 176698.0, 0.372, -14511, -0.031, 91794.8, 0.193
'MAFFT_b0#0069_htH_tree_20_OP_2.4221981553992458_Split_69.fasta', 29545.0, 0.058, 30339, 0.06, 5095, 0.01, 102153, 0.201, 161039.0, 0.318, -19023, -0.038, 70635.4, 0.139
'MAFFT_b0#0069_htH_tree_73_OP_2.973262473304242_Split_69.fasta', 32164.0, 0.068, 28684, 0.061, 4698, 0.01, 100225, 0.211, 174125.0, 0.367, -17044, -0.036, 90056.0, 0.19
'MAFFT_b0#0069_htT_tree_20_OP_2.4221981553992458_Split_69.fasta', 29545.0, 0.058, 30339, 0.06, 5095, 0.01, 102153, 0.201, 161039.0, 0.318, -19023, -0.038, 70635.4, 0.139
'MAFFT_b0#0069_htT_tree_73_OP_2.973262473304242_Split_69.fasta', 32164.0, 0.068, 28684, 0.061, 4698, 0.01, 100225, 0.211, 174125.0, 0.367, -17044, -0.036, 90056.0, 0.19
'MAFFT_b0#0069_thH_tree_20_OP_2.4221981553992458_Split_69.fasta', 29574.0, 0.058, 30346, 0.06, 5027, 0.01, 102081, 0.201, 161153.0, 0.318, -19025, -0.038, 71441.8, 0.141
'MAFFT_b0#0069_thH_tree_73_OP_2.973262473304242_Split_69.fasta', 32110.0, 0.068, 28886, 0.061, 4685, 0.01, 99929, 0.211, 173859.0, 0.367, -17189, -0.036, 89834.2, 0.189
'MAFFT_b0#0069_thT_tree_20_OP_2.4221981553992458_Split_69.fasta', 29574.0, 0.058, 30346, 0.06, 5027, 0.01, 102081, 0.201, 161153.0, 0.318, -19025, -0.038, 71441.8, 0.141
'MAFFT_b0#0069_ttH_tree_73_OP_2.973262473304242_Split_69.fasta', 32164.0, 0.068, 28684, 0.061, 4698, 0.01, 100225, 0.211, 174125.0, 0.367, -17044, -0.036, 90056.0, 0.19
'MAFFT_b0#0070_hhH_tree_86_OP_1.7393056698625855_Split_70.fasta', 31782.0, 0.063, 27059, 0.054, 5250, 0.01, 104239, 0.207, 172537.0, 0.343, -14247, -0.028, 84942.2, 0.169
'MAFFT_b0#0070_hhT_tree_17_OP_1.818409912056766_Split_70.fasta', 31256.0, 0.062, 27966, 0.056, 5194, 0.01, 103477, 0.207, 170094.0, 0.339, -14722, -0.029, 82736.6, 0.165
'MAFFT_b0#0070_htH_tree_86_OP_1.7393056698625855_Split_70.fasta', 31671.0, 0.064, 27447, 0.056, 5253, 0.011, 103685, 0.21, 171707.0, 0.348, -14760, -0.03, 83680.0, 0.17
'MAFFT_b0#0070_thH_tree_17_OP_1.818409912056766_Split_70.fasta', 31330.0, 0.063, 27964, 0.056, 5194, 0.01, 103333, 0.206, 170464.0, 0.34, -14714, -0.029, 83143.4, 0.166
'MAFFT_b0#0070_thH_tree_86_OP_1.7393056698625855_Split_70.fasta', 31782.0, 0.063, 27059, 0.054, 5250, 0.01, 104239, 0.207, 172537.0, 0.343, -14247, -0.028, 84942.2, 0.169
'MAFFT_b0#0070_ttH_tree_17_OP_1.818409912056766_Split_70.fasta', 31330.0, 0.063, 27964, 0.056, 5193, 0.01, 103333, 0.206, 170464.0, 0.34, -14714, -0.029, 83153.4, 0.166
'MAFFT_b0#0070_ttT_tree_17_OP_1.818409912056766_Split_70.fasta', 31330.0, 0.063, 27964, 0.056, 5193, 0.01, 103333, 0.206, 170464.0, 0.34, -14714, -0.029, 83153.4, 0.166
'MAFFT_b0#0070_ttT_tree_86_OP_1.7393056698625855_Split_70.fasta', 31671.0, 0.064, 27447, 0.056, 5253, 0.011, 103685, 0.21, 171707.0, 0.348, -14760, -0.03, 83680.0, 0.17
'MAFFT_b0#0071_thH_tree_83_OP_1.1196527601502904_Split_71.fasta', 33767.0, 0.068, 26746, 0.054, 6104, 0.012, 100895, 0.204, 183295.0, 0.371, -12017, -0.024, 90059.0, 0.182
'MAFFT_b0#0071_thT_tree_83_OP_1.1196527601502904_Split_71.fasta', 33767.0, 0.068, 26746, 0.054, 6104, 0.012, 100895, 0.204, 183295.0, 0.371, -12017, -0.024, 90059.0, 0.182
'MAFFT_b0#0071_ttH_tree_83_OP_1.1196527601502904_Split_71.fasta', 33643.0, 0.068, 26973, 0.055, 6212, 0.013, 100689, 0.204, 182659.0, 0.371, -11783, -0.024, 88618.2, 0.18
'MAFFT_b0#0071_ttT_tree_83_OP_1.1196527601502904_Split_71.fasta', 33643.0, 0.068, 26973, 0.055, 6212, 0.013, 100689, 0.204, 182659.0, 0.371, -11783, -0.024, 88618.2, 0.18
'MAFFT_b0#0072_hhH_tree_16_OP_1.904493049197901_Split_72.fasta', 31686.0, 0.062, 28428, 0.055, 5481, 0.011, 101693, 0.198, 170945.0, 0.332, -16539, -0.032, 79257.4, 0.154
'MAFFT_b0#0072_hhH_tree_2_OP_2.0780663887168265_Split_72.fasta', 31741.0, 0.06, 30120, 0.057, 5244, 0.01, 98199, 0.186, 172414.0, 0.326, -17085, -0.032, 83249.2, 0.157
'MAFFT_b0#0072_htH_tree_2_OP_2.0780663887168265_Split_72.fasta', 31578.0, 0.059, 29466, 0.055, 5540, 0.01, 99833, 0.185, 171751.0, 0.319, -16144, -0.03, 80240.4, 0.149
'MAFFT_b0#0072_htT_tree_16_OP_1.904493049197901_Split_72.fasta', 31603.0, 0.061, 28391, 0.055, 5733, 0.011, 101933, 0.198, 170527.0, 0.331, -16441, -0.032, 76369.4, 0.148
'MAFFT_b0#0072_htT_tree_2_OP_2.0780663887168265_Split_72.fasta', 31578.0, 0.059, 29466, 0.055, 5540, 0.01, 99833, 0.185, 171751.0, 0.319, -16144, -0.03, 80240.4, 0.149
'MAFFT_b0#0072_thH_tree_2_OP_2.0780663887168265_Split_72.fasta', 31741.0, 0.06, 30120, 0.057, 5244, 0.01, 98199, 0.186, 172414.0, 0.326, -17085, -0.032, 83249.2, 0.157
'MAFFT_b0#0072_ttH_tree_16_OP_1.904493049197901_Split_72.fasta', 31603.0, 0.061, 28391, 0.055, 5733, 0.011, 101933, 0.198, 170527.0, 0.331, -16441, -0.032, 76369.4, 0.148
'MAFFT_b0#0072_ttT_tree_16_OP_1.904493049197901_Split_72.fasta', 31603.0, 0.061, 28391, 0.055, 5733, 0.011, 101933, 0.198, 170527.0, 0.331, -16441, -0.032, 76369.4, 0.148
'MAFFT_b0#0073_hhT_tree_96_OP_2.2598618576256135_Split_73.fasta', 32823.0, 0.069, 28726, 0.06, 4859, 0.01, 98823, 0.208, 178115.0, 0.375, -15842, -0.033, 93918.4, 0.198
'MAFFT_b0#0073_htH_tree_96_OP_2.2598618576256135_Split_73.fasta', 32840.0, 0.069, 28676, 0.06, 4871, 0.01, 98889, 0.208, 178177.0, 0.375, -15926, -0.034, 93763.2, 0.197
'MAFFT_b0#0073_htT_tree_38_OP_1.4036490691810368_Split_73.fasta', 29764.0, 0.052, 27226, 0.048, 6041, 0.011, 107941, 0.189, 162521.0, 0.285, -14917, -0.026, 65605.8, 0.115
'MAFFT_b0#0073_htT_tree_96_OP_2.2598618576256135_Split_73.fasta', 32840.0, 0.069, 28676, 0.06, 4871, 0.01, 98889, 0.208, 178177.0, 0.375, -15926, -0.034, 93763.2, 0.197
'MAFFT_b0#0073_thT_tree_38_OP_1.4036490691810368_Split_73.fasta', 29738.0, 0.052, 27594, 0.048, 6064, 0.011, 107257, 0.187, 162354.0, 0.283, -15038, -0.026, 65224.6, 0.114
'MAFFT_b0#0073_thT_tree_96_OP_2.2598618576256135_Split_73.fasta', 32823.0, 0.069, 28726, 0.06, 4859, 0.01, 98823, 0.208, 178115.0, 0.375, -15842, -0.033, 93918.4, 0.198
'MAFFT_b0#0073_ttH_tree_38_OP_1.4036490691810368_Split_73.fasta', 29673.0, 0.052, 27350, 0.048, 6199, 0.011, 107875, 0.189, 162093.0, 0.284, -15042, -0.026, 63486.0, 0.111
'MAFFT_b0#0073_ttT_tree_38_OP_1.4036490691810368_Split_73.fasta', 29673.0, 0.052, 27350, 0.048, 6199, 0.011, 107875, 0.189, 162093.0, 0.284, -15042, -0.026, 63486.0, 0.111
'MAFFT_b0#0074_hhH_tree_56_OP_1.8151633835449412_Split_74.fasta', 32212.0, 0.066, 28250, 0.058, 5399, 0.011, 100997, 0.208, 174544.0, 0.36, -15585, -0.032, 84769.6, 0.175
'MAFFT_b0#0074_hhH_tree_79_OP_1.1319264156945865_Split_74.fasta', 31031.0, 0.059, 27978, 0.053, 6465, 0.012, 103903, 0.196, 168522.0, 0.318, -13824, -0.026, 69267.4, 0.131
'MAFFT_b0#0074_htH_tree_56_OP_1.8151633835449412_Split_74.fasta', 32168.0, 0.066, 28276, 0.058, 5338, 0.011, 101033, 0.208, 174354.0, 0.359, -15589, -0.032, 85178.4, 0.176
'MAFFT_b0#0074_htT_tree_79_OP_1.1319264156945865_Split_74.fasta', 31041.0, 0.059, 27983, 0.053, 6485, 0.012, 103873, 0.196, 168542.0, 0.318, -13657, -0.026, 69260.4, 0.131
'MAFFT_b0#0074_thT_tree_56_OP_1.8151633835449412_Split_74.fasta', 32212.0, 0.066, 28250, 0.058, 5399, 0.011, 100997, 0.208, 174544.0, 0.36, -15585, -0.032, 84769.6, 0.175
'MAFFT_b0#0074_ttH_tree_56_OP_1.8151633835449412_Split_74.fasta', 32168.0, 0.066, 28276, 0.058, 5338, 0.011, 101033, 0.208, 174354.0, 0.359, -15589, -0.032, 85178.4, 0.176
'MAFFT_b0#0074_ttH_tree_79_OP_1.1319264156945865_Split_74.fasta', 31041.0, 0.059, 27983, 0.053, 6485, 0.012, 103873, 0.196, 168542.0, 0.318, -13657, -0.026, 69260.4, 0.131
'MAFFT_b0#0074_ttT_tree_79_OP_1.1319264156945865_Split_74.fasta', 31041.0, 0.059, 27983, 0.053, 6485, 0.012, 103873, 0.196, 168542.0, 0.318, -13657, -0.026, 69260.4, 0.131
'MAFFT_b0#0075_hhH_tree_81_OP_1.1314497018902243_Split_75.fasta', 31581.0, 0.058, 26119, 0.048, 6172, 0.011, 106521, 0.197, 171353.0, 0.316, -12303, -0.023, 76025.8, 0.14
'MAFFT_b0#0075_hhT_tree_19_OP_1.5848887345678324_Split_75.fasta', 32110.0, 0.07, 27667, 0.06, 5778, 0.013, 102367, 0.222, 174490.0, 0.379, -13376, -0.029, 82860.6, 0.18
'MAFFT_b0#0075_htH_tree_19_OP_1.5848887345678324_Split_75.fasta', 32110.0, 0.07, 27664, 0.06, 5776, 0.013, 102373, 0.222, 174490.0, 0.379, -13446, -0.029, 82809.4, 0.18
'MAFFT_b0#0075_htH_tree_81_OP_1.1314497018902243_Split_75.fasta', 31580.0, 0.058, 26115, 0.048, 6167, 0.011, 106531, 0.197, 171347.0, 0.316, -12384, -0.023, 75986.8, 0.14
'MAFFT_b0#0075_thH_tree_81_OP_1.1314497018902243_Split_75.fasta', 31596.0, 0.058, 26102, 0.048, 6159, 0.011, 106525, 0.197, 171428.0, 0.317, -12282, -0.023, 76251.0, 0.141
'MAFFT_b0#0075_thT_tree_19_OP_1.5848887345678324_Split_75.fasta', 32149.0, 0.07, 27312, 0.059, 5934, 0.013, 102999, 0.224, 174753.0, 0.379, -13038, -0.028, 81775.2, 0.178
'MAFFT_b0#0075_ttH_tree_19_OP_1.5848887345678324_Split_75.fasta', 32149.0, 0.07, 27309, 0.059, 5932, 0.013, 103005, 0.224, 174753.0, 0.379, -13108, -0.028, 81724.0, 0.177
'MAFFT_b0#0075_ttH_tree_81_OP_1.1314497018902243_Split_75.fasta', 31595.0, 0.058, 26098, 0.048, 6154, 0.011, 106535, 0.197, 171422.0, 0.317, -12363, -0.023, 76212.0, 0.141
'MAFFT_b0#0077_hhT_tree_15_OP_2.550159221795637_Split_77.fasta', 32564.0, 0.069, 28019, 0.06, 4913, 0.01, 100755, 0.214, 176574.0, 0.375, -15381, -0.033, 91912.0, 0.195
'MAFFT_b0#0077_htT_tree_15_OP_2.550159221795637_Split_77.fasta', 32494.0, 0.069, 27189, 0.058, 4979, 0.011, 102555, 0.219, 175888.0, 0.376, -15181, -0.032, 90406.0, 0.193
'MAFFT_b0#0077_thH_tree_15_OP_2.550159221795637_Split_77.fasta', 32564.0, 0.069, 28019, 0.06, 4913, 0.01, 100755, 0.214, 176574.0, 0.375, -15381, -0.033, 91912.0, 0.195
'MAFFT_b0#0077_thT_tree_15_OP_2.550159221795637_Split_77.fasta', 32564.0, 0.069, 28019, 0.06, 4913, 0.01, 100755, 0.214, 176574.0, 0.375, -15381, -0.033, 91912.0, 0.195
'MAFFT_b0#0079_hhH_tree_53_OP_2.8446810696084794_Split_79.fasta', 32280.0, 0.071, 32257, 0.071, 4484, 0.01, 92847, 0.204, 175238.0, 0.386, -22241, -0.049, 89587.6, 0.197
'MAFFT_b0#0079_hhT_tree_53_OP_2.8446810696084794_Split_79.fasta', 32280.0, 0.071, 32257, 0.071, 4484, 0.01, 92847, 0.204, 175238.0, 0.386, -22241, -0.049, 89587.6, 0.197
'MAFFT_b0#0079_htT_tree_53_OP_2.8446810696084794_Split_79.fasta', 32282.0, 0.071, 32251, 0.071, 4488, 0.01, 92855, 0.204, 175248.0, 0.386, -22239, -0.049, 89558.0, 0.197
'MAFFT_b0#0079_ttH_tree_53_OP_2.8446810696084794_Split_79.fasta', 32282.0, 0.071, 32249, 0.071, 4492, 0.01, 92859, 0.204, 175248.0, 0.385, -22235, -0.049, 89521.2, 0.196
'MAFFT_b0#0081_hhH_tree_28_OP_2.8015195195451144_Split_81.fasta', 30440.0, 0.066, 31960, 0.069, 4899, 0.011, 97121, 0.21, 164709.0, 0.356, -21022, -0.045, 75272.8, 0.163
'MAFFT_b0#0081_hhT_tree_28_OP_2.8015195195451144_Split_81.fasta', 30440.0, 0.066, 31960, 0.069, 4899, 0.011, 97121, 0.21, 164709.0, 0.356, -21022, -0.045, 75272.8, 0.163
'MAFFT_b0#0081_htH_tree_70_OP_2.86216121405654_Split_81.fasta', 32383.0, 0.067, 28186, 0.059, 4748, 0.01, 100783, 0.21, 175307.0, 0.365, -16510, -0.034, 91160.4, 0.19
'MAFFT_b0#0081_htT_tree_70_OP_2.86216121405654_Split_81.fasta', 32383.0, 0.067, 28186, 0.059, 4748, 0.01, 100783, 0.21, 175307.0, 0.365, -16510, -0.034, 91160.4, 0.19
'MAFFT_b0#0081_thH_tree_70_OP_2.86216121405654_Split_81.fasta', 32410.0, 0.067, 28291, 0.059, 4616, 0.01, 100519, 0.209, 175441.0, 0.365, -16554, -0.034, 92623.2, 0.193
'MAFFT_b0#0081_thT_tree_28_OP_2.8015195195451144_Split_81.fasta', 30440.0, 0.066, 31960, 0.069, 4899, 0.011, 97121, 0.21, 164709.0, 0.356, -21022, -0.045, 75272.8, 0.163
'MAFFT_b0#0081_ttH_tree_28_OP_2.8015195195451144_Split_81.fasta', 30539.0, 0.066, 31857, 0.069, 4902, 0.011, 97129, 0.21, 165324.0, 0.357, -20802, -0.045, 76076.2, 0.164
'MAFFT_b0#0081_ttH_tree_70_OP_2.86216121405654_Split_81.fasta', 32383.0, 0.067, 28186, 0.059, 4748, 0.01, 100783, 0.21, 175307.0, 0.365, -16510, -0.034, 91160.4, 0.19
'MAFFT_b0#0085_hhH_tree_6_OP_2.614406638642872_Split_85.fasta', 30371.0, 0.062, 30089, 0.062, 4728, 0.01, 101001, 0.208, 165268.0, 0.34, -19646, -0.04, 78141.8, 0.161
'MAFFT_b0#0085_htH_tree_6_OP_2.614406638642872_Split_85.fasta', 30371.0, 0.062, 30087, 0.062, 4731, 0.01, 101005, 0.207, 165268.0, 0.339, -19648, -0.04, 78109.0, 0.16
'MAFFT_b0#0085_htT_tree_43_OP_1.1593268235540946_Split_85.fasta', 33211.0, 0.064, 26420, 0.051, 6731, 0.013, 102659, 0.198, 180505.0, 0.348, -12446, -0.024, 80217.2, 0.154
'MAFFT_b0#0085_htT_tree_6_OP_2.614406638642872_Split_85.fasta', 30371.0, 0.062, 30087, 0.062, 4731, 0.01, 101005, 0.207, 165268.0, 0.339, -19648, -0.04, 78109.0, 0.16
'MAFFT_b0#0085_thT_tree_43_OP_1.1593268235540946_Split_85.fasta', 33289.0, 0.065, 26413, 0.051, 6636, 0.013, 102517, 0.199, 180832.0, 0.351, -12731, -0.025, 81237.6, 0.158
'MAFFT_b0#0085_thT_tree_6_OP_2.614406638642872_Split_85.fasta', 30371.0, 0.062, 30089, 0.062, 4728, 0.01, 101001, 0.208, 165268.0, 0.34, -19646, -0.04, 78141.8, 0.161
'MAFFT_b0#0085_ttH_tree_43_OP_1.1593268235540946_Split_85.fasta', 33211.0, 0.064, 26420, 0.051, 6731, 0.013, 102659, 0.198, 180505.0, 0.348, -12446, -0.024, 80217.2, 0.154
'MAFFT_b0#0085_ttT_tree_43_OP_1.1593268235540946_Split_85.fasta', 33211.0, 0.064, 26420, 0.051, 6731, 0.013, 102659, 0.198, 180505.0, 0.348, -12446, -0.024, 80217.2, 0.154
'MAFFT_b0#0086_hhH_tree_98_OP_1.0089131553899002_Split_86.fasta', 32356.0, 0.061, 26940, 0.05, 8051, 0.015, 103329, 0.193, 175686.0, 0.329, -12844, -0.024, 61666.2, 0.115
'MAFFT_b0#0086_hhT_tree_98_OP_1.0089131553899002_Split_86.fasta', 32356.0, 0.061, 26940, 0.05, 8051, 0.015, 103329, 0.193, 175686.0, 0.329, -12844, -0.024, 61666.2, 0.115
'MAFFT_b0#0086_htH_tree_98_OP_1.0089131553899002_Split_86.fasta', 32305.0, 0.061, 26943, 0.051, 8006, 0.015, 103425, 0.196, 175387.0, 0.333, -12446, -0.024, 62196.0, 0.118
'MAFFT_b0#0086_thH_tree_98_OP_1.0089131553899002_Split_86.fasta', 32356.0, 0.061, 26940, 0.05, 8051, 0.015, 103329, 0.193, 175686.0, 0.329, -12844, -0.024, 61666.2, 0.115
'MAFFT_b0#0088_hhH_tree_24_OP_2.5256879150632905_Split_88.fasta', 31003.0, 0.066, 30017, 0.064, 4883, 0.01, 99881, 0.214, 168419.0, 0.361, -19205, -0.041, 80407.8, 0.172
'MAFFT_b0#0088_htH_tree_24_OP_2.5256879150632905_Split_88.fasta', 30986.0, 0.066, 30048, 0.064, 4930, 0.011, 99853, 0.214, 168411.0, 0.361, -19214, -0.041, 79926.4, 0.171
'MAFFT_b0#0088_htT_tree_24_OP_2.5256879150632905_Split_88.fasta', 30986.0, 0.066, 30048, 0.064, 4930, 0.011, 99853, 0.214, 168411.0, 0.361, -19214, -0.041, 79926.4, 0.171
'MAFFT_b0#0088_thH_tree_24_OP_2.5256879150632905_Split_88.fasta', 31003.0, 0.066, 30017, 0.064, 4883, 0.01, 99881, 0.214, 168419.0, 0.361, -19205, -0.041, 80407.8, 0.172
'MAFFT_b0#0089_hhH_tree_3_OP_2.728084439580989_Split_89.fasta', 30848.0, 0.063, 30798, 0.063, 4545, 0.009, 98629, 0.203, 167682.0, 0.345, -19042, -0.039, 83464.2, 0.172
'MAFFT_b0#0089_hhT_tree_3_OP_2.728084439580989_Split_89.fasta', 30848.0, 0.063, 30798, 0.063, 4545, 0.009, 98629, 0.203, 167682.0, 0.345, -19042, -0.039, 83464.2, 0.172
'MAFFT_b0#0089_htH_tree_3_OP_2.728084439580989_Split_89.fasta', 30762.0, 0.063, 30849, 0.063, 4497, 0.009, 98699, 0.203, 167250.0, 0.344, -19075, -0.039, 83465.2, 0.172
'MAFFT_b0#0089_htT_tree_3_OP_2.728084439580989_Split_89.fasta', 30762.0, 0.063, 30849, 0.063, 4497, 0.009, 98699, 0.203, 167250.0, 0.344, -19075, -0.039, 83465.2, 0.172
'MAFFT_b0#0091_hhH_tree_58_OP_2.470758940826272_Split_91.fasta', 32076.0, 0.069, 27756, 0.06, 5385, 0.012, 102257, 0.221, 174108.0, 0.376, -15918, -0.034, 83888.6, 0.181
'MAFFT_b0#0091_htH_tree_58_OP_2.470758940826272_Split_91.fasta', 32076.0, 0.069, 27756, 0.06, 5385, 0.012, 102257, 0.221, 174108.0, 0.376, -15918, -0.034, 83888.6, 0.181
'MAFFT_b0#0091_thH_tree_58_OP_2.470758940826272_Split_91.fasta', 31934.0, 0.069, 27911, 0.061, 5270, 0.011, 102231, 0.222, 173475.0, 0.377, -16152, -0.035, 84176.8, 0.183
'MAFFT_b0#0091_thT_tree_58_OP_2.470758940826272_Split_91.fasta', 31934.0, 0.069, 27911, 0.061, 5270, 0.011, 102231, 0.222, 173475.0, 0.377, -16152, -0.035, 84176.8, 0.183
'MAFFT_b0#0092_hhH_tree_42_OP_1.3915835484150982_Split_92.fasta', 32851.0, 0.069, 27659, 0.058, 5547, 0.012, 100901, 0.212, 178303.0, 0.374, -14392, -0.03, 88260.8, 0.185
'MAFFT_b0#0092_htH_tree_42_OP_1.3915835484150982_Split_92.fasta', 32812.0, 0.069, 27550, 0.058, 5730, 0.012, 101197, 0.212, 178134.0, 0.373, -14290, -0.03, 86304.6, 0.181
'MAFFT_b0#0092_thH_tree_42_OP_1.3915835484150982_Split_92.fasta', 32854.0, 0.069, 27661, 0.058, 5545, 0.012, 100891, 0.212, 178317.0, 0.374, -14404, -0.03, 88284.8, 0.185
'MAFFT_b0#0092_thT_tree_42_OP_1.3915835484150982_Split_92.fasta', 32854.0, 0.069, 27661, 0.058, 5545, 0.012, 100891, 0.212, 178317.0, 0.374, -14404, -0.03, 88284.8, 0.185
'MAFFT_b0#0093_hhH_tree_50_OP_1.9153041649578615_Split_93.fasta', 29225.0, 0.058, 28636, 0.056, 5216, 0.01, 106199, 0.209, 159334.0, 0.314, -15863, -0.031, 70071.2, 0.138
'MAFFT_b0#0093_htH_tree_49_OP_1.2895147288295243_Split_93.fasta', 32116.0, 0.066, 27595, 0.057, 6709, 0.014, 102499, 0.212, 175107.0, 0.362, -12822, -0.026, 74695.2, 0.154
'MAFFT_b0#0093_htH_tree_50_OP_1.9153041649578615_Split_93.fasta', 30098.0, 0.061, 28137, 0.057, 5111, 0.01, 105451, 0.212, 164141.0, 0.33, -14728, -0.03, 77212.8, 0.155
'MAFFT_b0#0093_htT_tree_50_OP_1.9153041649578615_Split_93.fasta', 30098.0, 0.061, 28137, 0.057, 5111, 0.01, 105451, 0.212, 164141.0, 0.33, -14728, -0.03, 77212.8, 0.155
'MAFFT_b0#0093_thH_tree_49_OP_1.2895147288295243_Split_93.fasta', 31846.0, 0.066, 28107, 0.058, 6665, 0.014, 102015, 0.21, 173966.0, 0.359, -13049, -0.027, 73864.0, 0.152
'MAFFT_b0#0093_thT_tree_49_OP_1.2895147288295243_Split_93.fasta', 31846.0, 0.066, 28107, 0.058, 6665, 0.014, 102015, 0.21, 173966.0, 0.359, -13049, -0.027, 73864.0, 0.152
'MAFFT_b0#0093_ttT_tree_49_OP_1.2895147288295243_Split_93.fasta', 31845.0, 0.066, 28098, 0.058, 6665, 0.014, 102035, 0.21, 173960.0, 0.359, -13145, -0.027, 73758.0, 0.152
'MAFFT_b0#0093_ttT_tree_50_OP_1.9153041649578615_Split_93.fasta', 29999.0, 0.062, 28603, 0.059, 5073, 0.01, 104717, 0.215, 163398.0, 0.335, -15311, -0.031, 76413.6, 0.157
'MAFFT_b0#0094_hhH_tree_61_OP_2.233368308529553_Split_94.fasta', 32915.0, 0.068, 28276, 0.059, 4951, 0.01, 99539, 0.206, 179052.0, 0.371, -14727, -0.031, 94907.2, 0.197
'MAFFT_b0#0094_hhT_tree_63_OP_2.7597843575557506_Split_94.fasta', 32116.0, 0.069, 27509, 0.059, 5157, 0.011, 102671, 0.219, 174126.0, 0.372, -15694, -0.034, 86327.8, 0.184
'MAFFT_b0#0094_htT_tree_63_OP_2.7597843575557506_Split_94.fasta', 32093.0, 0.068, 27782, 0.059, 4631, 0.01, 102171, 0.218, 174094.0, 0.371, -16100, -0.034, 91249.8, 0.194
'MAFFT_b0#0094_thH_tree_61_OP_2.233368308529553_Split_94.fasta', 32913.0, 0.068, 28271, 0.059, 4950, 0.01, 99553, 0.206, 179040.0, 0.371, -14807, -0.031, 94822.4, 0.196
'MAFFT_b0#0094_thH_tree_63_OP_2.7597843575557506_Split_94.fasta', 32185.0, 0.069, 27443, 0.059, 5154, 0.011, 102665, 0.219, 174471.0, 0.373, -15619, -0.033, 86779.0, 0.185
'MAFFT_b0#0094_thT_tree_61_OP_2.233368308529553_Split_94.fasta', 32913.0, 0.068, 28271, 0.059, 4950, 0.01, 99553, 0.206, 179040.0, 0.371, -14807, -0.031, 94822.4, 0.196
'MAFFT_b0#0094_thT_tree_63_OP_2.7597843575557506_Split_94.fasta', 32185.0, 0.069, 27443, 0.059, 5154, 0.011, 102665, 0.219, 174471.0, 0.373, -15619, -0.033, 86779.0, 0.185
'MAFFT_b0#0094_ttH_tree_61_OP_2.233368308529553_Split_94.fasta', 32874.0, 0.07, 28775, 0.061, 4825, 0.01, 98623, 0.209, 178471.0, 0.377, -15429, -0.033, 95067.4, 0.201
'MAFFT_b0#0095_hhH_tree_36_OP_1.861931102167887_Split_95.fasta', 31046.0, 0.059, 28208, 0.054, 4923, 0.009, 103413, 0.198, 168639.0, 0.322, -15646, -0.03, 83080.4, 0.159
